               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.036339,            0.030186,           0.0015754,             0.61354,             0.70133,              0.6913,             0.33581,            0.029887,            0.014457,           0.0050448,            0.001783,            0.001783,            0.001783
                  85,            0.035756,            0.030096,           0.0014133,             0.64402,             0.68922,             0.70981,             0.34301,            0.030624,             0.01441,           0.0045281,            0.001684,            0.001684,            0.001684
                  86,            0.035655,            0.031116,           0.0015791,             0.64602,              0.7002,             0.70532,             0.34228,            0.031237,            0.014274,           0.0040871,            0.001585,            0.001585,            0.001585
                  87,            0.036205,            0.030945,           0.0018454,             0.62661,             0.68675,             0.70099,             0.34329,            0.030798,            0.014436,           0.0038533,            0.001486,            0.001486,            0.001486
                  88,            0.035131,            0.030533,           0.0015875,             0.64107,             0.67848,              0.7143,             0.35507,            0.029748,            0.014303,           0.0035066,            0.001387,            0.001387,            0.001387
                  89,            0.035259,            0.029455,           0.0015026,             0.60679,              0.6815,             0.69419,             0.34008,              0.0309,            0.014238,           0.0038614,            0.001288,            0.001288,            0.001288
                  90,            0.035549,            0.029785,           0.0020618,             0.63813,             0.70964,             0.71019,              0.3526,            0.029954,            0.014244,           0.0033609,            0.001189,            0.001189,            0.001189
                  91,            0.035146,            0.030481,           0.0017357,             0.64452,             0.69602,             0.72026,             0.34962,            0.030062,            0.014404,           0.0026594,             0.00109,             0.00109,             0.00109
                  92,            0.034865,            0.030882,             0.00129,             0.63402,             0.69733,             0.70271,             0.33996,             0.03014,            0.014332,           0.0039374,            0.000991,            0.000991,            0.000991
                  93,            0.035051,            0.030128,            0.001294,             0.65251,             0.67314,             0.70187,             0.34418,            0.029789,             0.01449,           0.0035144,            0.000892,            0.000892,            0.000892
                  94,            0.035275,            0.030832,           0.0013209,              0.6574,              0.6951,             0.71465,             0.34704,            0.030088,            0.014286,           0.0033646,            0.000793,            0.000793,            0.000793
                  95,            0.035101,            0.031084,           0.0012874,               0.663,              0.6933,             0.71099,             0.34562,            0.030897,            0.014206,           0.0038439,            0.000694,            0.000694,            0.000694
                  96,            0.035526,            0.030027,           0.0014381,             0.67029,             0.68611,             0.71908,             0.34838,            0.030403,            0.014311,           0.0041073,            0.000595,            0.000595,            0.000595
                  97,            0.034685,            0.030084,           0.0016644,             0.66403,             0.69504,             0.71698,             0.34854,            0.030116,            0.014337,           0.0042535,            0.000496,            0.000496,            0.000496
                  98,             0.03441,            0.030494,           0.0013243,             0.65355,             0.69565,             0.70903,             0.34622,             0.03005,            0.014286,           0.0041782,            0.000397,            0.000397,            0.000397
                  99,            0.034954,             0.03014,           0.0014558,             0.63668,             0.68168,               0.701,              0.3418,            0.030195,            0.014333,            0.004039,            0.000298,            0.000298,            0.000298
